Num nodes,alpha,beta,gamma1,gamma2,average f1 over 50 runs
60,0.35000000000000003,0.5,10,0.5,0.6586294827843276
60,0.4,0.0,10,0.5,0.4572380555069393
60,0.4,0.05,10,0.5,0.8629720014310468
60,0.4,0.1,10,0.5,0.8270723055140777
60,0.4,0.15000000000000002,10,0.5,0.7724219772866243
60,0.4,0.2,10,0.5,0.7325921340001696
60,0.4,0.25,10,0.5,0.6951326681618526
60,0.4,0.30000000000000004,10,0.5,0.691709682809336
60,0.4,0.35000000000000003,10,0.5,0.679346407805497
60,0.4,0.4,10,0.5,0.6750870585616978
60,0.4,0.45,10,0.5,0.6561392102536497
60,0.4,0.5,10,0.5,0.6373348463058516
60,0.45,0.0,10,0.5,0.45333699309408687
60,0.45,0.05,10,0.5,0.866749582226014
60,0.45,0.1,10,0.5,0.8271404505181618
60,0.45,0.15000000000000002,10,0.5,0.7556378055794526
60,0.45,0.2,10,0.5,0.7157199171387779
60,0.45,0.25,10,0.5,0.6914428927403177
60,0.45,0.30000000000000004,10,0.5,0.6856380961154638
60,0.45,0.35000000000000003,10,0.5,0.6720664433299822
60,0.45,0.4,10,0.5,0.6533287019490643
60,0.45,0.45,10,0.5,0.640315469343337
60,0.45,0.5,10,0.5,0.6315945139765511
60,0.5,0.0,10,0.5,0.46530642689512314
60,0.5,0.05,10,0.5,0.8711869194960452
60,0.5,0.1,10,0.5,0.7967055008350341
60,0.5,0.15000000000000002,10,0.5,0.7315389894837504
60,0.5,0.2,10,0.5,0.7021639860646419
60,0.5,0.25,10,0.5,0.6869281120443237
60,0.5,0.30000000000000004,10,0.5,0.6798563633342016
60,0.5,0.35000000000000003,10,0.5,0.6612310078765722
60,0.5,0.4,10,0.5,0.6455889317613769
60,0.5,0.45,10,0.5,0.6294765099924452
60,0.5,0.5,10,0.5,0.6178457442065066
80,0.0,0.0,10,0.5,0.0005466466120154446
80,0.0,0.05,10,0.5,0.048177689671320766
80,0.0,0.1,10,0.5,0.07968927043734347
80,0.0,0.15000000000000002,10,0.5,0.11536359950168822
80,0.0,0.2,10,0.5,0.13958700106350666
80,0.0,0.25,10,0.5,0.1623189554774524
80,0.0,0.30000000000000004,10,0.5,0.20415922532694128
80,0.0,0.35000000000000003,10,0.5,0.23323205570447694
80,0.0,0.4,10,0.5,0.29215686902815774
80,0.0,0.45,10,0.5,0.2630206081334167
80,0.0,0.5,10,0.5,0.28591666546784944
80,0.05,0.0,10,0.5,0.419857048434839
80,0.05,0.05,10,0.5,0.7989602702562502
80,0.05,0.1,10,0.5,0.8217792865761271
80,0.05,0.15000000000000002,10,0.5,0.8439598632444982
80,0.05,0.2,10,0.5,0.8729557351152785
80,0.05,0.25,10,0.5,0.8688208122130764
80,0.05,0.30000000000000004,10,0.5,0.8724238943860589
80,0.05,0.35000000000000003,10,0.5,0.8755556305229772
80,0.05,0.4,10,0.5,0.8639549003449684
80,0.05,0.45,10,0.5,0.8534992205756766
80,0.05,0.5,10,0.5,0.8507973948906988
80,0.1,0.0,10,0.5,0.45013533476314554
80,0.1,0.05,10,0.5,0.8579112910330429
80,0.1,0.1,10,0.5,0.8564780049244554
80,0.1,0.15000000000000002,10,0.5,0.871711002320678
80,0.1,0.2,10,0.5,0.866524544576199
80,0.1,0.25,10,0.5,0.8480325331328896
80,0.1,0.30000000000000004,10,0.5,0.824460900711999
80,0.1,0.35000000000000003,10,0.5,0.8401523318357826
80,0.1,0.4,10,0.5,0.798457584786467
80,0.1,0.45,10,0.5,0.7843693264225281
80,0.1,0.5,10,0.5,0.7804385491920571
80,0.15000000000000002,0.0,10,0.5,0.4574999442928507
80,0.15000000000000002,0.05,10,0.5,0.8615320330320009
80,0.15000000000000002,0.1,10,0.5,0.8622097983961443
80,0.15000000000000002,0.15000000000000002,10,0.5,0.8620465320439231
80,0.15000000000000002,0.2,10,0.5,0.8648817847388014
80,0.15000000000000002,0.25,10,0.5,0.7678193576699954
80,0.15000000000000002,0.30000000000000004,10,0.5,0.7827185914403003
80,0.15000000000000002,0.35000000000000003,10,0.5,0.7704302936292128
80,0.15000000000000002,0.4,10,0.5,0.7566942195839406
80,0.15000000000000002,0.45,10,0.5,0.7447529312808256
80,0.15000000000000002,0.5,10,0.5,0.7321106880196651
80,0.2,0.0,10,0.5,0.4104206789318626
80,0.2,0.05,10,0.5,0.8575279041795136
80,0.2,0.1,10,0.5,0.838208286688526
80,0.2,0.15000000000000002,10,0.5,0.8326693316444347
80,0.2,0.2,10,0.5,0.8117227497194388
80,0.2,0.25,10,0.5,0.785752342149491
80,0.2,0.30000000000000004,10,0.5,0.7651867600559522
80,0.2,0.35000000000000003,10,0.5,0.7394995780797994
80,0.2,0.4,10,0.5,0.7412381607999042
80,0.2,0.45,10,0.5,0.7294757053149864
80,0.2,0.5,10,0.5,0.7061753204000232
80,0.25,0.0,10,0.5,0.43658059846720987
80,0.25,0.05,10,0.5,0.8775596121133592
80,0.25,0.1,10,0.5,0.8644618047095116
80,0.25,0.15000000000000002,10,0.5,0.8223168312176965
80,0.25,0.2,10,0.5,0.7954981096668454
80,0.25,0.25,10,0.5,0.769426565139931
80,0.25,0.30000000000000004,10,0.5,0.734736329743299
80,0.25,0.35000000000000003,10,0.5,0.7084506899197162
80,0.25,0.4,10,0.5,0.7171315739030067
80,0.25,0.45,10,0.5,0.6929497947085511
80,0.25,0.5,10,0.5,0.6881954932498074
80,0.30000000000000004,0.0,10,0.5,0.3666539083741192
80,0.30000000000000004,0.05,10,0.5,0.8779931052342996
80,0.30000000000000004,0.1,10,0.5,0.8476189083618229
80,0.30000000000000004,0.15000000000000002,10,0.5,0.7854996356560378
80,0.30000000000000004,0.2,10,0.5,0.7666256588409281
80,0.30000000000000004,0.25,10,0.5,0.7416122066545338
80,0.30000000000000004,0.30000000000000004,10,0.5,0.6988149630501022
80,0.30000000000000004,0.35000000000000003,10,0.5,0.7034440718755924
80,0.30000000000000004,0.4,10,0.5,0.6872928898930455
80,0.30000000000000004,0.45,10,0.5,0.677392273193193
80,0.30000000000000004,0.5,10,0.5,0.6619528087667509
80,0.35000000000000003,0.0,10,0.5,0.4108686955381964
80,0.35000000000000003,0.05,10,0.5,0.8747965261679604
80,0.35000000000000003,0.1,10,0.5,0.819871285759121
80,0.35000000000000003,0.15000000000000002,10,0.5,0.7797547606668437
80,0.35000000000000003,0.2,10,0.5,0.7554341526831678
80,0.35000000000000003,0.25,10,0.5,0.7316410849241258
80,0.35000000000000003,0.30000000000000004,10,0.5,0.6953969085009664
80,0.35000000000000003,0.35000000000000003,10,0.5,0.6671226423930133
80,0.35000000000000003,0.4,10,0.5,0.6635399488174566
80,0.35000000000000003,0.45,10,0.5,0.665471179166802
80,0.35000000000000003,0.5,10,0.5,0.6401424311377728
80,0.4,0.0,10,0.5,0.42515917684210064
80,0.4,0.05,10,0.5,0.8610479289138854
80,0.4,0.1,10,0.5,0.8118423452625746
80,0.4,0.15000000000000002,10,0.5,0.7450796298318053
80,0.4,0.2,10,0.5,0.7399659193146907
80,0.4,0.25,10,0.5,0.7083340213600273
80,0.4,0.30000000000000004,10,0.5,0.6765294965480291
80,0.4,0.35000000000000003,10,0.5,0.6628259006772074
80,0.4,0.4,10,0.5,0.6662287998695234
80,0.4,0.45,10,0.5,0.6360668481006236
80,0.4,0.5,10,0.5,0.6306260486496211
80,0.45,0.0,10,0.5,0.47265247124190407
80,0.45,0.05,10,0.5,0.8671679609200575
80,0.45,0.1,10,0.5,0.7935100146665071
80,0.45,0.15000000000000002,10,0.5,0.7359724169304839
80,0.45,0.2,10,0.5,0.7231605075216399
80,0.45,0.25,10,0.5,0.693192062163807
80,0.45,0.30000000000000004,10,0.5,0.6616951876951808
80,0.45,0.35000000000000003,10,0.5,0.6595671301419621
80,0.45,0.4,10,0.5,0.6484853988440665
80,0.45,0.45,10,0.5,0.6297190089359421
80,0.45,0.5,10,0.5,0.6251808738198212
80,0.5,0.0,10,0.5,0.5278806645124847
80,0.5,0.05,10,0.5,0.8393041517071582
80,0.5,0.1,10,0.5,0.779853221187748
80,0.5,0.15000000000000002,10,0.5,0.7463733832716969
80,0.5,0.2,10,0.5,0.7100786343489096
80,0.5,0.25,10,0.5,0.6846442116312561
80,0.5,0.30000000000000004,10,0.5,0.6694490663153363
80,0.5,0.35000000000000003,10,0.5,0.6226247471488707
80,0.5,0.4,10,0.5,0.6299798857085755
80,0.5,0.45,10,0.5,0.6210686669046719
80,0.5,0.5,10,0.5,0.6176109734030764
100,0.0,0.0,10,0.5,0.0007657999639974832
100,0.0,0.05,10,0.5,0.05759652197717227
100,0.0,0.1,10,0.5,0.0925538195520306
100,0.0,0.15000000000000002,10,0.5,0.12624199043489034
100,0.0,0.2,10,0.5,0.16455963241344776
100,0.0,0.25,10,0.5,0.20678931731855557
100,0.0,0.30000000000000004,10,0.5,0.24397814623877465
100,0.0,0.35000000000000003,10,0.5,0.28520736103167627
100,0.0,0.4,10,0.5,0.32784199937594816
100,0.0,0.45,10,0.5,0.38641759004884013
100,0.0,0.5,10,0.5,0.43394159180809533
100,0.05,0.0,10,0.5,0.3622634979790621
100,0.05,0.05,10,0.5,0.7564577781851703
100,0.05,0.1,10,0.5,0.7900984454558149
100,0.05,0.15000000000000002,10,0.5,0.8277801566330543
100,0.05,0.2,10,0.5,0.8563483705568661
100,0.05,0.25,10,0.5,0.8739356524748619
100,0.05,0.30000000000000004,10,0.5,0.8868942033325896
100,0.05,0.35000000000000003,10,0.5,0.8951033802334485
100,0.05,0.4,10,0.5,0.8982510441021241
100,0.05,0.45,10,0.5,0.8880949067900598
100,0.05,0.5,10,0.5,0.8728369819452115
100,0.1,0.0,10,0.5,0.37897054452741563
100,0.1,0.05,10,0.5,0.8045895903153426
100,0.1,0.1,10,0.5,0.8598749445583442
