Num nodes,alpha,beta,gamma1,gamma2,average f1 over 50 runs
181,0.0,0.0,10,0.5,0.0008829432196820422
181,0.0,0.05,10,0.5,0.045933615782757065
181,0.0,0.1,10,0.5,0.07170934766341869
181,0.0,0.15000000000000002,10,0.5,0.10414743251933295
181,0.0,0.2,10,0.5,0.12215882373537491
181,0.0,0.25,10,0.5,0.15048810520127837
181,0.0,0.30000000000000004,10,0.5,0.18157514780880268
181,0.0,0.35000000000000003,10,0.5,0.16887826790952737
181,0.0,0.4,10,0.5,0.2055854981856266
181,0.0,0.45,10,0.5,0.2678538301774933
181,0.0,0.5,10,0.5,0.24394523517361466
181,0.05,0.0,10,0.5,0.34455008683051114
181,0.05,0.05,10,0.5,0.686850606623495
181,0.05,0.1,10,0.5,0.761809558644063
181,0.05,0.15000000000000002,10,0.5,0.7750983812353072
181,0.05,0.2,10,0.5,0.7609106549786309
181,0.05,0.25,10,0.5,0.7582727175736825
181,0.05,0.30000000000000004,10,0.5,0.7849752811399082
181,0.05,0.35000000000000003,10,0.5,0.7597934061714428
181,0.05,0.4,10,0.5,0.7845642687655991
181,0.05,0.45,10,0.5,0.7685503584083158
181,0.05,0.5,10,0.5,0.8059105779987639
181,0.1,0.0,10,0.5,0.32521231401932094
181,0.1,0.05,10,0.5,0.7911201546482062
181,0.1,0.1,10,0.5,0.7899696545128801
181,0.1,0.15000000000000002,10,0.5,0.7643722039119412
181,0.1,0.2,10,0.5,0.7590293672263125
181,0.1,0.25,10,0.5,0.7466319474219185
181,0.1,0.30000000000000004,10,0.5,0.7258638270423947
181,0.1,0.35000000000000003,10,0.5,0.7291460081328652
181,0.1,0.4,10,0.5,0.6735221632171062
181,0.1,0.45,10,0.5,0.7336494757706029
181,0.1,0.5,10,0.5,0.7507340518401661
181,0.15000000000000002,0.0,10,0.5,0.4115730522253172
181,0.15000000000000002,0.05,10,0.5,0.793375704494997
181,0.15000000000000002,0.1,10,0.5,0.7732865648289359
181,0.15000000000000002,0.15000000000000002,10,0.5,0.7681359207555212
181,0.15000000000000002,0.2,10,0.5,0.7180840067095461
181,0.15000000000000002,0.25,10,0.5,0.6941253870751106
181,0.15000000000000002,0.30000000000000004,10,0.5,0.7452358444152467
181,0.15000000000000002,0.35000000000000003,10,0.5,0.7129533556041825
