   ETEX Release 1 on 23 October 1994    PMCH concentrations in ng/m3 above ambient level         Version etex1_v1.1.960505                                       
              1     2     3     4     5     6     7     8     9    10    11    12    13    14    15    16    17    18    19    20    21    22    23    24    25    26    27    28    29    30
 102  F21    .90  9.29 12.57  2.68   .00   .87   .92   .00   .00   .00   .00   .00   .00   .00   .00   .01   .00   .00   .00   .00   .00  -.88  1.39  -.99  -.99  -.99  -.99  -.99  -.99  -.99
 103  F22    .00   .00   .06   .04   .00   .01   .92  1.91   .12   .04   .01   .01   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99  -.99  -.99
 104  F23    .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99  -.99  -.99
 105  F24    .00   .00   .00   .00   .00   .00   .00   .08   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99
 106  F25    .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.88   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99  -.99  -.99
 107  F26    .00   .00   .00   .00   .00   .00   .00  -.88  -.88  -.88  -.88  -.99  -.88  -.88  -.88  -.88  -.88  -.88  -.88  -.88  -.88  -.99  -.88  -.99  -.99  -.99  -.99  -.99  -.99  -.99
 108  F27    .00   .00   .22  1.59   .93  2.12  2.42   .36   .00   .00   .00   .00   .00   .00  1.25   .00   .00   .00   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99  -.99  -.99
 109  H01   -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00  -.99   .00  -.99   .00   .05   .00   .10   .19  1.20   .76  1.05   .41   .22   .08   .12   .02   .04   .00   .03   .01  -.99   .00
 110  H02   -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .05   .28   .52   .34   .12   .10   .04   .02   .02   .01   .00   .00   .00   .00   .01   .03   .01   .00
 111  H03   -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00
 112  H04   -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .02   .03   .02   .01   .01   .01   .00   .00   .00   .00   .00   .02   .00   .00   .00   .00   .00
